,Phylum,Class,Order,Family,Genus
ASV3607,PAUC34f,,,,
ASV3608,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3609,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola
ASV3610,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV3611,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12
ASV3612,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,
ASV3613,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia
ASV3614,,,,,
ASV3615,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV3616,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV3617,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter
ASV3618,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV3619,Bacteroidetes,Bacteroidia,,,
ASV3620,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV3621,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV3622,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,
ASV3623,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
ASV3624,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV3625,Proteobacteria,Gammaproteobacteria,Ga0077536,,
ASV3626,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Collimonas
ASV3627,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV3628,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3629,Proteobacteria,Gammaproteobacteria,F9P41300-M23,,
ASV3630,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV3631,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella
ASV3632,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3633,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV3634,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV3635,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium
ASV3636,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio
ASV3637,Proteobacteria,Gammaproteobacteria,,,
ASV3638,Proteobacteria,Gammaproteobacteria,WN-HWB-116,,
ASV3639,Proteobacteria,Gammaproteobacteria,,,
ASV3640,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV3641,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,
ASV3642,Planctomycetes,OM190,,,
ASV3643,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV3644,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV3645,Proteobacteria,Alphaproteobacteria,,,
ASV3646,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum
ASV3647,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
ASV3648,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV3649,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus
ASV3650,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
ASV3651,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV3652,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
ASV3653,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ASV3654,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV3655,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV3656,Proteobacteria,Deltaproteobacteria,,,
ASV3657,Dependentiae,Babeliae,Babeliales,UBA12409,
ASV3658,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV3659,Bacteroidetes,Bacteroidia,,,
ASV3660,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV3661,,,,,
ASV3662,Proteobacteria,Alphaproteobacteria,,,
ASV3663,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV3664,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV3665,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV3666,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,
ASV3667,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas
ASV3668,Proteobacteria,Deltaproteobacteria,,,
ASV3669,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,
ASV3670,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
ASV3671,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV3672,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,
ASV3673,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ASV3674,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV3675,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV3676,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV3677,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
ASV3678,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer
ASV3679,Proteobacteria,Gammaproteobacteria,,,
ASV3680,Proteobacteria,Gammaproteobacteria,,,
ASV3681,Proteobacteria,,,,
ASV3682,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV3683,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,
ASV3684,Proteobacteria,Deltaproteobacteria,,,
ASV3685,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV3686,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV3687,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia
ASV3688,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
ASV3689,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV3690,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV3691,,,,,
ASV3692,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV3693,Proteobacteria,Gammaproteobacteria,,,
ASV3694,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV3695,Proteobacteria,Deltaproteobacteria,,,
ASV3696,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV3697,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV3698,Nanoarchaeaeota,Woesearchaeia,,,
ASV3699,Planctomycetes,OM190,,,
ASV3700,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,
ASV3701,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
ASV3702,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV3703,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Bythopirellula
ASV3704,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV3705,Cyanobacteria,Oxyphotobacteria,,,
ASV3706,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV3707,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV3708,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV3709,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,
ASV3710,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV3711,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus
ASV3712,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV3713,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV3714,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV3715,Proteobacteria,Gammaproteobacteria,,,
ASV3716,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV3717,,,,,
ASV3718,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV3719,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV3720,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3721,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3722,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3723,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ASV3724,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV3725,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3726,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV3727,,,,,
ASV3728,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV3729,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,
ASV3731,Proteobacteria,Deltaproteobacteria,,,
ASV3732,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV3733,Patescibacteria,Saccharimonadia,Saccharimonadales,,
ASV3734,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV3735,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
ASV3736,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV3737,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV3738,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV3739,Patescibacteria,Gracilibacteria,,,
ASV3740,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia
ASV3741,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV3742,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3743,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
ASV3744,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3745,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3746,Proteobacteria,Alphaproteobacteria,,,
ASV3747,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,
ASV3748,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3749,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV3750,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
ASV3751,Proteobacteria,Gammaproteobacteria,SZB50,,
ASV3752,Proteobacteria,Gammaproteobacteria,,,
ASV3753,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV3754,Proteobacteria,Gammaproteobacteria,WN-HWB-116,,
ASV3755,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga
ASV3756,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255_marine_benthic_group
ASV3757,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV3758,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis
ASV3759,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV3760,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV3761,Firmicutes,Clostridia,Clostridiales,,
ASV3762,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV3763,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
ASV3764,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV3765,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,
ASV3766,Proteobacteria,Alphaproteobacteria,,,
ASV3767,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV3768,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
ASV3769,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV3770,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV3771,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV3772,Firmicutes,Bacilli,Bacillales,Bacillaceae,
ASV3773,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV3774,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
ASV3775,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV3776,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV3777,Proteobacteria,,,,
ASV3778,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV3779,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV3780,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV3781,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV3782,Proteobacteria,Alphaproteobacteria,,,
ASV3783,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,
ASV3784,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV3785,Gemmatimonadetes,PAUC43f_marine_benthic_group,,,
ASV3786,Proteobacteria,Deltaproteobacteria,,,
ASV3787,,,,,
ASV3788,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV3789,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,
ASV3790,Proteobacteria,Alphaproteobacteria,,,
ASV3791,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV3792,Proteobacteria,Gammaproteobacteria,,,
ASV3793,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV3794,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
ASV3795,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans
ASV3796,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans
ASV3797,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV3798,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,
ASV3799,Proteobacteria,Gammaproteobacteria,Cellvibrionales,,
ASV3800,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter
ASV3801,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,
ASV3802,Proteobacteria,Alphaproteobacteria,,,
ASV3803,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV3804,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV3805,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV3806,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,
ASV3807,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
ASV3808,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV3809,Proteobacteria,Alphaproteobacteria,,,
ASV3810,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV3811,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV3812,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV3813,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
ASV3814,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV3815,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV3816,Bacteroidetes,Bacteroidia,Sphingobacteriales,,
ASV3817,,,,,
ASV3818,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,
ASV3819,Bacteroidetes,Bacteroidia,Bacteroidales,,
ASV3820,,,,,
ASV3821,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013
ASV3822,,,,,
ASV3823,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV3824,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV3825,Bacteroidetes,Bacteroidia,Cytophagales,Bernardetiaceae,Bernardetia
ASV3826,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,
ASV3827,Epsilonbacteraeota,Campylobacteria,Campylobacterales,,
ASV3828,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,
ASV3829,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
ASV3830,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,
ASV3831,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Yonghaparkia
ASV3832,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus
ASV3833,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
ASV3834,Proteobacteria,,,,
ASV3835,Proteobacteria,Gammaproteobacteria,,,
ASV3836,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV3837,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,,
ASV3838,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV3839,Planctomycetes,Pla3_lineage,,,
ASV3840,AncK6,,,,
ASV3841,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV3842,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV3843,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV3844,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
ASV3845,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rubripirellula
ASV3846,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV3847,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV3848,Actinobacteria,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina
ASV3849,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV3850,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV3851,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV3852,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,,
ASV3853,Acidobacteria,Subgroup_9,,,
ASV3854,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV3855,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV3856,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,
ASV3857,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV3858,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV3859,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV3860,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV3861,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV3862,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV3863,Proteobacteria,Alphaproteobacteria,Rickettsiales,,
ASV3864,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV3865,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV3866,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV3867,Proteobacteria,Alphaproteobacteria,,,
ASV3868,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV3869,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV3870,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3871,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV3872,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3873,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV3874,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV3875,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
ASV3876,Proteobacteria,Gammaproteobacteria,,,
ASV3877,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,
ASV3878,Proteobacteria,,,,
ASV3879,Patescibacteria,Parcubacteria,,,
ASV3880,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,
ASV3881,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV3882,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV3883,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira
ASV3884,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV3885,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV3886,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,
ASV3887,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
ASV3888,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga
ASV3889,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sphaerotilus
ASV3890,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Curvibacter
ASV3891,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV3892,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria
ASV3893,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV3894,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV3895,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,
ASV3896,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Wenzhouxiangella
ASV3897,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV3898,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV3899,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV3900,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3901,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
ASV3902,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3903,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas
ASV3904,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3905,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3906,Proteobacteria,Alphaproteobacteria,,,
ASV3907,Proteobacteria,Alphaproteobacteria,,,
ASV3908,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV3909,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
ASV3910,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
ASV3911,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter
ASV3912,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV3913,Proteobacteria,Deltaproteobacteria,Myxococcales,,
ASV3914,Proteobacteria,Gammaproteobacteria,AT-s2-59,,
ASV3915,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga
ASV3916,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
ASV3917,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Halobacteriovorax
ASV3918,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,
ASV3919,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3920,Proteobacteria,Alphaproteobacteria,Rickettsiales,,
ASV3921,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV3922,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV3923,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV3924,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
ASV3925,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV3926,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV3927,Proteobacteria,,,,
ASV3928,Patescibacteria,Gracilibacteria,JGI_0000069-P22,,
ASV3929,Dependentiae,Babeliae,Babeliales,,
ASV3930,Dependentiae,Babeliae,Babeliales,,
ASV3931,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV3932,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV3933,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV3934,,,,,
ASV3935,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
ASV3936,WPS-2,,,,
ASV3937,Proteobacteria,Deltaproteobacteria,,,
ASV3938,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV3939,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV3940,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9
ASV3941,Proteobacteria,Deltaproteobacteria,PB19,,
ASV3942,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
